edition,source_file,row_id,team_name,demand_text,level_1,level_2,normalized_scenario,user_role_guess,problem_type,request_type,strategic_relevance,decision_bucket,data_quality,notes,quality_reasons,exact_duplicate_flag,exact_duplicate_count
personal,WPS项目管理个人版需求聚类分析.md,personal-07229,爱明的团队,多源信息产品开发项目计划,研发与产品管理,产品开发管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07230,郑毅的团队,档案管理,协同办公与流程审批,台账与登记管理,,,,,,,valid,,,yes,2
personal,WPS项目管理个人版需求聚类分析.md,personal-07231,",    。的团队",项目,无,无,,,,,,,weak,,missing_level_1|missing_level_2|very_short_text,yes,36
personal,WPS项目管理个人版需求聚类分析.md,personal-07232,千方百计的曲奇的团队,申论,无,无,,,,,,,weak,,missing_level_1|missing_level_2|very_short_text,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07233,亿润亿达的团队,项目管理,项目与任务管理,项目台账管理,,,,,,,valid,,,yes,398
personal,WPS项目管理个人版需求聚类分析.md,personal-07234,李鸣的团队,工程项目收入、成本管理,财务、合同与结算,成本核算管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07235,房秀杰的团队,产品开发项目管理,研发与产品管理,产品开发管理,,,,,,,valid,,,yes,3
personal,WPS项目管理个人版需求聚类分析.md,personal-07236,大童童的团队,工作分配进展及项目管理,项目与任务管理,任务分配与协同,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07237,郁建的团队,工程项目预算结算,财务、合同与结算,应收应付与合同结算管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07238,haha的团队,日常项目管理，需要向多人收集资料，填写表单，涉及word、excel的填写，PDF、图片等文件的收集,协同办公与流程审批,文档与档案管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07239,王海鹏的团队,质量检查,质量、安全与合规,质量与安全管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07240,小朱的团队,1,无,无,,,,,,,invalid,,invalid_literal|digits_only|missing_level_1|missing_level_2|very_short_text|no_chinese_text,yes,365
personal,WPS项目管理个人版需求聚类分析.md,personal-07241,乔木莯的团队,日常,无,无,,,,,,,weak,,missing_level_1|missing_level_2|very_short_text,yes,2
personal,WPS项目管理个人版需求聚类分析.md,personal-07242,xuě fēng 的团队,销售,客户、销售与订单,商机与销售过程管理,,,,,,,weak,,very_short_text,yes,12
personal,WPS项目管理个人版需求聚类分析.md,personal-07243,Gaia的团队,我是编导兼制片，需要制作两个网络账号脚本撰写日期、拍摄日期和剪辑日期的排期表,内容制作与直播运营,内容制作与直播运营,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07244,WPS_1582186318的团队,产销协调会项目推进,研发与产品管理,研发项目管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07245,晓日的团队,无,无,无,,,,,,,invalid,,invalid_literal|missing_level_1|missing_level_2|very_short_text,yes,115
personal,WPS项目管理个人版需求聚类分析.md,personal-07246,M周子的团队,1 项目登记、进度,协同办公与流程审批,台账与登记管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07247,,2 项目回款、开票,,,,,,,,,weak,,missing_level_1|missing_level_2,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07248,WPS_1727368344的团队,产品开发管理,研发与产品管理,产品开发管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07249,李军的团队,横道图,项目与任务管理,甘特图与排期可视化,,,,,,,valid,,,yes,12
personal,WPS项目管理个人版需求聚类分析.md,personal-07250,Flora's的团队,华为认证培训,人力与组织管理,培训与人才发展管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07251,Ace的团队,进销存,无,无,,,,,,,weak,,missing_level_1|missing_level_2,yes,8
personal,WPS项目管理个人版需求聚类分析.md,personal-07252,谭金燕的团队,个人工作和副业任务管理，周复盘、月复盘、年复盘,项目与任务管理,项目复盘与总结,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07253,齐小柒的团队,1,无,无,,,,,,,invalid,,invalid_literal|digits_only|missing_level_1|missing_level_2|very_short_text|no_chinese_text,yes,365
personal,WPS项目管理个人版需求聚类分析.md,personal-07254,灰太郎人生的团队,钢轨维护,质量、安全与合规,安全管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07255,Breeder_Farm_2的团队,日常管理计划,个人规划与日程管理,个人规划与日程管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07256,郭波的团队,仓库管理,供应链与仓储物流,仓库与库位管理,,,,,,,valid,,,yes,6
personal,WPS项目管理个人版需求聚类分析.md,personal-07257,王小龙的团队,建设工程,工程与施工管理,工程进度管理,,,,,,,valid,,,yes,2
personal,WPS项目管理个人版需求聚类分析.md,personal-07258,荷花的团队,一、项目基本信息，总房间数：16间,生产与制造管理,生产交付协同,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07259,,名称：嘉兴嗨客颂,,,,,,,,,weak,,missing_level_1|missing_level_2,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07260,,地址：浙江省嘉兴市南湖区中山东路666号嘉兴旭辉广场2楼,,,,,,,,,weak,,missing_level_1|missing_level_2,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07261,,技术负责人：暂无,,,,,,,,,weak,,missing_level_1|missing_level_2,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07262,,主要负责人：阮佳远（阮总）,,,,,,,,,weak,,missing_level_1|missing_level_2,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07263,,二、项目设备类型及注意事项：,,,,,,,,,weak,,missing_level_1|missing_level_2,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07264,,（一）设备全部放在检修口上方，要求施工方留好方便安装的检修口，摆放设备的地方需要隔板，需要考虑设备重量。,,,,,,,,,weak,,missing_level_1|missing_level_2,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07265,,（二）顶面布线使用KPG 管、墙面使用PVC管。,,,,,,,,,weak,,missing_level_1|missing_level_2,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07266,,1.网络：注意公区Wiff覆盖、包房增加4口交换机。,,,,,,,,,weak,,missing_level_1|missing_level_2,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07267,,2.点播：,,,,,,,,,weak,,missing_level_1|missing_level_2,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07268,,2.1无单独触摸屏,,,,,,,,,weak,,missing_level_1|missing_level_2,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07269,,2.2有控制墙板，需要布线和安装。,,,,,,,,,weak,,missing_level_1|missing_level_2,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07270,,3.运营管理：使用无老板系统，星秀需要协助硬件（磁力锁、磁力锁开关）的布线和安装,,,,,,,,,weak,,missing_level_1|missing_level_2,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07271,,4.舞美灯光：摇头灯图案盘要有项目品牌 Logo，需要定制。,,,,,,,,,weak,,missing_level_1|missing_level_2,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07272,,5.氛围灯光（灯带）：使用 12V RGB 灯带,,,,,,,,,weak,,missing_level_1|missing_level_2,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07273,,6.显示（电视机、触摸屏）：需要布VGA线1根、HDMI 线 2根、网线1根到机顶盒,,,,,,,,,weak,,missing_level_1|missing_level_2,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07274,,2连屏房间的电视机、触摸屏需要支持切换，1台电视机兼触摸屏,,,,,,,,,weak,,missing_level_1|missing_level_2,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07275,,7.音响：,,,,,,,,,weak,,missing_level_1|missing_level_2,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07276,,7.1音箱安装：13个房间音响使用吊杆，3个房间因为管子挡住愿意使用璧挂架,,,,,,,,,weak,,missing_level_1|missing_level_2,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07277,,三、项目交付相关负责人,,,,,,,,,weak,,missing_level_1|missing_level_2,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07278,,（一）项目装修施工方,,,,,,,,,weak,,missing_level_1|missing_level_2,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07279,,（二）项目音（视）频、灯光方面,,,,,,,,,weak,,missing_level_1|missing_level_2,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07280,,1.项目交付总负责人：暂无,,,,,,,,,weak,,missing_level_1|missing_level_2,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07281,Darling的团队,学习计划,个人规划与日程管理,个人规划与日程管理,,,,,,,valid,,,yes,5
personal,WPS项目管理个人版需求聚类分析.md,personal-07282,南尘的团队,项目服务器交付维修,生产与制造管理,生产交付协同,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07283,砖厂老技师的团队,公务员办公,协同办公与流程审批,行政事务管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07284,Dongying的团队,项目流程,项目与任务管理,项目复盘与总结,,,,,,,valid,,,yes,3
personal,WPS项目管理个人版需求聚类分析.md,personal-07285,亱冄渢恥的团队,OBC老化行业非标自动化项目管理计划及售后安装架线计划,生产与制造管理,非标制造管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07286,张良的团队,系统集成项目进度管理,项目与任务管理,项目进度跟踪,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07287,said. love的团队,产品推进计划管理,研发与产品管理,产品开发管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07288,雷成的团队,本公司为造价咨询企业，公司现有六个专业造价组，组内设正副组长各一名，组员3~10人。希望通过WPS项目程序，完善公司的三级复核流程。,工程与施工管理,分包与班组管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07289,ThorDeadpool的团队,1,无,无,,,,,,,invalid,,invalid_literal|digits_only|missing_level_1|missing_level_2|very_short_text|no_chinese_text,yes,365
personal,WPS项目管理个人版需求聚类分析.md,personal-07290,华的团队,横道图,项目与任务管理,甘特图与排期可视化,,,,,,,valid,,,yes,12
personal,WPS项目管理个人版需求聚类分析.md,personal-07291,赵宇博的团队,个人工作计划,个人规划与日程管理,个人规划与日程管理,,,,,,,valid,,,yes,3
personal,WPS项目管理个人版需求聚类分析.md,personal-07292,河马的团队,帮我设计一个产品制造交付全过程的项目进度计划，体现关键路线的是否达标，计划的完成情况及影响程度,生产与制造管理,生产交付协同,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07293,神木的团队,不同部门的不同人员的项目，进行统一管理,项目与任务管理,多项目组合管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07294,杨昊宇的团队,错题计划,项目与任务管理,项目复盘与总结,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07295,许倩的团队,1,无,无,,,,,,,invalid,,invalid_literal|digits_only|missing_level_1|missing_level_2|very_short_text|no_chinese_text,yes,365
personal,WPS项目管理个人版需求聚类分析.md,personal-07296,李鑫的团队,2,无,无,,,,,,,invalid,,digits_only|missing_level_1|missing_level_2|very_short_text|no_chinese_text,yes,8
personal,WPS项目管理个人版需求聚类分析.md,personal-07297,?的团队,个人任务及团队任务管理,项目与任务管理,任务分配与协同,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07298,刘雪的团队,111,无,无,,,,,,,invalid,,invalid_literal|digits_only|missing_level_1|missing_level_2|no_chinese_text,yes,59
personal,WPS项目管理个人版需求聚类分析.md,personal-07299,欣的团队,企业项目推进,研发与产品管理,研发项目管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07300,爱咋di咋滴的团队,工程施工安特图,工程与施工管理,工程进度管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07301,人总要进步的团队,供水测绘任务分配,项目与任务管理,任务分配与协同,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07302,爱情闹剧的团队,任务分配,项目与任务管理,任务分配与协同,,,,,,,valid,,,yes,10
personal,WPS项目管理个人版需求聚类分析.md,personal-07303,咪啊咪的团队,人员工作分配,人力与组织管理,工时与人员负荷管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07304,WPS_1668309094的团队,周工作计划excel,生产与制造管理,生产计划管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07305,厌倦@的团队,物资管理体系文件管理,研发与产品管理,技术文档管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07306,libon的团队,1,无,无,,,,,,,invalid,,invalid_literal|digits_only|missing_level_1|missing_level_2|very_short_text|no_chinese_text,yes,365
personal,WPS项目管理个人版需求聚类分析.md,personal-07307,Mr.Yin的团队,协同作业,项目与任务管理,任务分配与协同,,,,,,,valid,,,yes,2
personal,WPS项目管理个人版需求聚类分析.md,personal-07308,孤狼的团队,ERP+CRM,研发与产品管理,图纸与BOM管理,,,,,,,weak,,no_chinese_text,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07309,玉的团队,做一个数据统计图,数据分析与经营看板,统计汇总与经营分析,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07310,Sunheart的团队,成绩登记及分析,协同办公与流程审批,台账与登记管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07311,Fatigué sommeil ne的团队,项目立项，材料采购，劳务人员工资，项目进度，竣工验收,项目与任务管理,项目进度跟踪,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07312,严谨skr的团队,我的表格里面有下达给供应商的交期计划，我想给我的表格添加供应商是否完成进度的或者有欠数未完成的预警提示和汇总,项目与任务管理,项目进度跟踪,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07313,DonMelon的团队,机房巡检,服务、工单与运维,巡检管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07314,晴天。的团队,分工,人力与组织管理,组织与岗位管理,,,,,,,weak,,very_short_text,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07315,Admiral  Tony的团队,项目管理,项目与任务管理,项目台账管理,,,,,,,valid,,,yes,398
personal,WPS项目管理个人版需求聚类分析.md,personal-07316,英杰的团队,不够用,无,无,,,,,,,weak,,missing_level_1|missing_level_2,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07317,Kenny chen的团队,机械设备设计开发全流程计划/工作完成安排,项目与任务管理,项目计划管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07318,郭颖的团队,计划,项目与任务管理,项目计划管理,,,,,,,weak,,very_short_text,yes,13
personal,WPS项目管理个人版需求聚类分析.md,personal-07319,产启炎的团队,围绕年度策略开展的重点工作计划,项目与任务管理,项目计划管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07320,不二的团队,隐患排查整改,质量、安全与合规,质量与安全管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07321,GMIAO的团队,从项目立项-合同-收款--成本费用归集-开票-等全流程项目跟踪表,财务、合同与结算,应收应付与合同结算管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07322,SWEET糖1384448038的团队,帮我做一个月的工作甘特图,项目与任务管理,甘特图与排期可视化,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07323,委屈的团队,1,无,无,,,,,,,invalid,,invalid_literal|digits_only|missing_level_1|missing_level_2|very_short_text|no_chinese_text,yes,365
personal,WPS项目管理个人版需求聚类分析.md,personal-07324,zitrone的团队,新品发布传播规划,内容制作与直播运营,内容制作与直播运营,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07325,胡斌的团队,合同到期预警,财务、合同与结算,应收应付与合同结算管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07326,Sylvia.的团队,项目全流程管理,项目与任务管理,项目计划管理,,,,,,,valid,,,yes,6
personal,WPS项目管理个人版需求聚类分析.md,personal-07327,四南Nancy的团队,暂无,无,无,,,,,,,invalid,,invalid_literal|missing_level_1|missing_level_2|very_short_text,yes,16
personal,WPS项目管理个人版需求聚类分析.md,personal-07328,uni姜的团队,在两家公司的合作项目中，为保障业绩达成。设计了2026年度的“双样板计划”。这是一个项目集。包括医院样板打造和样板办事处打造两个项目。,医疗临床与患者管理,医疗临床与患者管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07329,,1.项目目标：,,,,,,,,,weak,,missing_level_1|missing_level_2,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07330,,以点带面，可见、可感、可验证，带动威高由上至下的优势资源投入，带动全国的医院开发上量。,,,,,,,,,weak,,missing_level_1|missing_level_2,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07331,,2.范围：,,,,,,,,,weak,,missing_level_1|missing_level_2,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07332,,威高全国200家办事处中的A\B级别（主要），5000家终端医院中的核心资源三甲医院的开发。,,,,,,,,,weak,,missing_level_1|missing_level_2,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07333,linlin的团队,项目商机和项目当前进度推进管理,客户、销售与订单,商机与销售过程管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07334,猫儿甲的团队,装饰装修咨询业务，包括设计审核、造价审核、施工监督、材料管理、合同管理、分包管理，实现业务流程管理和监督,工程与施工管理,工程进度管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07335,黄盛达的团队,项目进度管理,项目与任务管理,项目进度跟踪,,,,,,,valid,,,yes,58
personal,WPS项目管理个人版需求聚类分析.md,personal-07336,WPS_1766440173的团队,员工信息,人力与组织管理,员工信息管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07337,WPS_1766440173的团队,去,无,无,,,,,,,weak,,missing_level_1|missing_level_2|very_short_text,yes,4
personal,WPS项目管理个人版需求聚类分析.md,personal-07338,鸽的团队,多项目每周进度汇总,项目与任务管理,多项目组合管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07339,福娃的团队,公司是重工行业，我主要从事设备研发和设计管理工作,研发与产品管理,研发项目管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07340,markes john的团队,员工任务管理,人力与组织管理,考勤管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07341,WPS_1638523483的团队,培训活动,人力与组织管理,培训与人才发展管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07342,jlx的团队,小型生产项目的精度跟踪,生产与制造管理,制造进度跟踪,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07343,晚夜微雨的团队,电镀行业主营汽车配件，目前岗位是质量部门,质量、安全与合规,质量与安全管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07344,周玉涛的团队,学习计划,个人规划与日程管理,个人规划与日程管理,,,,,,,valid,,,yes,5
personal,WPS项目管理个人版需求聚类分析.md,personal-07345,Evan的团队,化工企业安全部年度工作开展,质量、安全与合规,质量与安全管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07346,Chihiro的团队,化工设计项目,研发与产品管理,设计评审管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07347,喂!伯源~的团队,民主生活会征求意见归纳汇总,党建纪检与党务管理,党建纪检与党务管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07348,旧人 .的团队,人工降本,无,无,,,,,,,weak,,missing_level_1|missing_level_2,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07349,追忆丨回不到过去的团队,民工工资,人力与组织管理,薪酬与社保管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07350,高峰的团队,淘宝采购物品，登记表。需要采购日期、项目名称、产品名字、产品规格、付款截图、钉钉申购单、发票、物品实拍照片,协同办公与流程审批,台账与登记管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07351,威和2楼总装仓库的团队,生产订单,客户、销售与订单,订单管理,,,,,,,valid,,,yes,2
personal,WPS项目管理个人版需求聚类分析.md,personal-07352,WPS_1631927323的团队,我需要一个工作可以在下面添加各个时间段的节点,项目与任务管理,甘特图与排期可视化,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07353,2D×3Y的团队,建筑施工企业项目财务管理,工程与施工管理,工程进度管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07354,韩易的团队,日常做员工的工资和每月的考勤,人力与组织管理,工时与人员负荷管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07355,正义的小伙伴的团队,收发文件,协同办公与流程审批,文档与档案管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07356,꧁相濡꧂的团队,甘道图,无,无,,,,,,,weak,,missing_level_1|missing_level_2,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07357,陈佳嘉的团队,项目质量验收台账,质量、安全与合规,质量与安全管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07358,卷子的团队,甜品店产品上新进度跟踪表,项目与任务管理,项目进度跟踪,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07359,ALEX的团队,机修加工,生产与制造管理,装配与调试管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07360,方晨昊的团队,FPC柔性线路板项目,无,无,,,,,,,weak,,missing_level_1|missing_level_2,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07361,史彭达的团队,管理各项目的流程,项目与任务管理,项目计划管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07362,涂阳波的团队,数字化,内容制作与直播运营,内容制作与直播运营,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07363,庆玲的团队,行政日常工作，可以嵌在日历里,协同办公与流程审批,行政事务管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07364,醉卧清风的团队,供应商质量改善项目根据,质量、安全与合规,质量与安全管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07365,Ti amoจุ๊บ的团队,1,无,无,,,,,,,invalid,,invalid_literal|digits_only|missing_level_1|missing_level_2|very_short_text|no_chinese_text,yes,365
personal,WPS项目管理个人版需求聚类分析.md,personal-07366,微信用户的团队,全年计划流程图,生产与制造管理,生产计划管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07367,荣斯婷的团队,年度工作计划,生产与制造管理,生产计划管理,,,,,,,valid,,,yes,3
personal,WPS项目管理个人版需求聚类分析.md,personal-07368,贝贝猫的团队,测试团队工作记录,实验室与检测管理,实验室与检测管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07369,云龙的团队,项目进度,项目与任务管理,项目进度跟踪,,,,,,,valid,,,yes,44
personal,WPS项目管理个人版需求聚类分析.md,personal-07370,洁哥的团队,工作任务分配,生产与制造管理,车间任务管理,,,,,,,valid,,,yes,3
personal,WPS项目管理个人版需求聚类分析.md,personal-07371,na的团队,采购项目跟踪及合同数据收集,财务、合同与结算,应收应付与合同结算管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07372,Erwin Ho的团队,个人,无,无,,,,,,,weak,,missing_level_1|missing_level_2|very_short_text,yes,5
personal,WPS项目管理个人版需求聚类分析.md,personal-07373,话别的团队,酒店家具项目计划管理,工程与施工管理,装修装饰项目管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07374,刘伟的团队,管道施工工程，每月结算，材料成本，用工成本，进度管理，利润率管理,财务、合同与结算,应收应付与合同结算管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07375,木蝴蝶的团队,医疗服务量,医疗临床与患者管理,医疗临床与患者管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07376,陈珑的团队,施工单位计划申请及施工日志记录,生产与制造管理,车间任务管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07377,svpc*****@****asd.xyz的团队,项目管理,项目与任务管理,项目台账管理,,,,,,,valid,,,yes,398
personal,WPS项目管理个人版需求聚类分析.md,personal-07378,火柴人的团队,礼品供应链集团，项目管理,供应链与仓储物流,供应商管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07379,等等灵魂吧的团队,建筑工程项目进度,工程与施工管理,工程进度管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07380,张凯的团队,推进应急广播省平台监测监管系统落地,服务、工单与运维,巡检管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07381,TIZI小羊的团队,工作,生产与制造管理,车间任务管理,,,,,,,weak,,very_short_text,yes,17
personal,WPS项目管理个人版需求聚类分析.md,personal-07382,暖阳°ζั͡ั的团队,1,无,无,,,,,,,invalid,,invalid_literal|digits_only|missing_level_1|missing_level_2|very_short_text|no_chinese_text,yes,365
personal,WPS项目管理个人版需求聚类分析.md,personal-07383,胡瑞的团队,全年各机构每月每年的经验收入报表,数据分析与经营看板,统计汇总与经营分析,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07384,孙文通的团队,做一个出入库表格  当库存里最低时  能提取出来请购,客户、销售与订单,询价与报价管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07385,YeXin的团队,用一年的时间完成编制一个一系列的文件；与开发沟通系统的升级改造；文章的编写等,协同办公与流程审批,文档与档案管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07386,王颖的团队,临床试验项目管理,医疗临床与患者管理,医疗临床与患者管理,,,,,,,valid,,,yes,4
personal,WPS项目管理个人版需求聚类分析.md,personal-07387,肖铮的团队,按时间分配工作任务，精确到部门和责任人，并设有提醒功能,协同办公与流程审批,待办与提醒管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07388,111的团队,我想制作一个专利价值评估项目的项目开展表格,研发与产品管理,设计评审管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07389,李大大的团队,程序开发,研发与产品管理,研发项目管理,,,,,,,valid,,,no,1
personal,WPS项目管理个人版需求聚类分析.md,personal-07390,南栀°倾寒TEL的团队,学校总务工作,教育教务与学习管理,教育教务与学习管理,,,,,,,valid,,,no,1
